rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,train/value_loss,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/learning_rate
146.34199999999998,102,723.92,5888,208896,35,0.22538152842316778,0.1834079921245575,0.2,0.0028265005,0.021728515625,-0.03970303746464197,0.004054964083479717,0.9051897525787354,1010,0.0003
136.578,103,680.83,5886,210944,35,0.2345967223169282,0.06972454488277435,0.2,0.003965552,0.022216796875,-0.04177657293912489,-0.00013448493991745635,0.9066690802574158,1020,0.0003
136.386,104,680.42,5885,212992,36,24.709191216528417,11.67749309539795,0.2,0.003146199,0.0181640625,-0.04400209705418092,-0.004197789966565324,0.048994600772857666,1030,0.0003
131.85,105,661.08,5885,215040,36,7.9515426304191354,1.6927580833435059,0.2,0.0024015915,0.011669921875,-0.0405843434331473,0.00021628638496622442,0.20340383052825928,1040,0.0003
132.70699999999997,106,664.64,5884,217088,36,11.23295378126204,6.040219306945801,0.2,0.0018190352,0.01416015625,-0.04075485999856028,-0.00224923140485771,0.21381431818008423,1050,0.0003
136.09199999999998,107,679.47,5882,219136,37,4.156029340997338,0.16357466578483582,0.2,0.0007600981,0.016748046875,-0.04247802109384793,-0.0009027640204294585,0.42487967014312744,1060,0.0003
139.726,108,696.3,5882,221184,37,0.3014107191003859,0.09549670666456223,0.2,0.0026580058,0.018359375,-0.03862732708075782,0.0012742793434881606,0.8966706395149231,1070,0.0003
143.224,109,712.76,5883,223232,37,3.99896865892224,3.9212276935577393,0.2,0.0027949053,0.01435546875,-0.032026293133822034,0.002084651051700348,0.3924369812011719,1080,0.0003
140.493,110,698.95,5884,225280,38,0.21398063506931067,0.09319420903921127,0.2,0.004308811,0.0173828125,-0.0329951407322369,0.002412586743594147,0.9233116507530212,1090,0.0003
140.617,111,698.7,5882,227328,38,10.536561831831932,6.840740203857422,0.2,0.002188876,0.014111328125,-0.035898726993764285,-0.0023547582444734872,0.18189507722854614,1100,0.0003
141.79399999999998,112,703.96,5881,229376,39,4.26594862327911,0.4122585952281952,0.2,0.0015202541,0.015087890625,-0.03942193301954831,-0.0002766986297501717,0.27801334857940674,1110,0.0003
144.319,113,716.2,5880,231424,39,0.1893122630659491,0.10545779764652252,0.2,0.0017049735,0.016796875,-0.036083638857599,0.0019978779600933194,0.8890022039413452,1120,0.0003
145.138,114,719.37,5878,233472,39,4.264920741948299,5.997170925140381,0.2,0.0015288121,0.014306640625,-0.033674973507004324,-0.0006238713031052612,0.30791640281677246,1130,0.0003
146.44299999999998,115,725.91,5877,235520,40,0.21645682721864432,0.10914994031190872,0.2,0.001113985,0.008251953125,-0.03244089346480905,0.0015156654219026678,0.906387984752655,1140,0.0003
147.24499999999998,116,730.42,5877,237568,40,4.213543020561337,2.9234602451324463,0.2,0.0023463275,0.011279296875,-0.026586959019550705,-0.0004956450233294163,0.3674996495246887,1150,0.0003
148.22099999999998,117,734.67,5876,239616,40,0.12218244536779821,0.08212482929229736,0.2,0.0015912789,0.013525390625,-0.026640245899307045,0.0011350153290550224,0.9483445882797241,1160,0.0003
145.69099999999997,118,723.39,5875,241664,41,0.1898233629995957,0.07138729095458984,0.2,0.0027019386,0.014404296875,-0.02899046355014434,0.0020478048347285947,0.9180945754051208,1170,0.0003
145.414,119,720.61,5875,243712,41,12.045406813919545,8.18681812286377,0.2,0.0017106773,0.015234375,-0.026759369373394293,-0.0021357633580919356,0.1384783387184143,1180,0.0003
148.60899999999998,120,735.55,5875,245760,41,4.141554860188625,7.0533037185668945,0.2,0.0006505047,0.01083984375,-0.028923664891408407,0.0026224253233522177,0.3763691782951355,1190,0.0003
148.827,121,737.73,5874,247808,42,4.174333266587928,0.14983879029750824,0.2,0.0006646404,0.0154296875,-0.028912488572495933,-0.0006168472988065332,0.3774815797805786,1200,0.0003
149.947,122,743.42,5873,249856,42,4.124200985301286,0.3192808926105499,0.2,0.0021177162,0.012744140625,-0.028770195110337227,0.0014364673916134052,0.37075483798980713,1210,0.0003
152.50699999999998,123,755.01,5873,251904,42,0.25528383986093106,0.10685895383358002,0.2,0.0015096191,0.012890625,-0.031161928919755156,0.0019286478665890173,0.9016318321228027,1220,0.0003
154.43699999999998,124,763.8,5872,253952,43,4.469776862347499,3.509631395339966,0.2,0.0007656143,0.0091796875,-0.03165604199966765,0.002349071945354808,0.31625086069107056,1230,0.0003
155.00599999999997,125,765.48,5872,256000,43,0.1675677444669418,0.07854685187339783,0.2,0.0020140428,0.01591796875,-0.03155636006122222,-0.0009680497707449832,0.9280275702476501,1240,0.0003
155.15599999999998,126,765.48,5872,258048,43,0.17984663284150884,0.1030266210436821,0.2,0.00095750944,0.011181640625,-0.03425808308893465,0.002380514053220395,0.9260309338569641,1250,0.0003
155.252,127,765.93,5872,260096,44,0.17570763805415482,0.05557858943939209,0.2,0.0010959309,0.015087890625,-0.03434965387714328,0.0028790814700187183,0.9353716373443604,1260,0.0003
153.05599999999998,128,756.49,5873,262144,44,4.470076610287651,0.8656178712844849,0.2,0.0013184978,0.009619140625,-0.03290924281900516,0.0016906315344385804,0.31797707080841064,1270,0.0003
153.05599999999998,129,756.49,5872,264192,44,14.873170606791973,8.011838912963867,0.2,0.0025339418,0.01201171875,-0.033914074514177626,-0.0014247904953663237,0.1132994294166565,1280,0.0003
153.25599999999997,130,756.49,5872,266240,45,0.2085225756163709,0.06836530566215515,0.2,0.0011419359,0.014404296875,-0.03327419471024769,0.0013394843073911034,0.7380409240722656,1290,0.0003
155.301,131,765.93,5872,268288,45,0.3245297484099865,0.17169588804244995,0.2,0.00084883266,0.010302734375,-0.034301979182328066,0.000725839042570442,0.8548041582107544,1300,0.0003
154.97899999999998,132,765.21,5873,270336,46,0.2720000076107681,0.12209633737802505,0.2,0.00082872837,0.0193359375,-0.03421472179034026,0.0018499683967093006,0.8949300050735474,1310,0.0003
157.058,133,774.48,5872,272384,46,8.276493904739619,3.3308608531951904,0.2,0.00047307776,0.011083984375,-0.031785515240153474,-0.0007484507692424814,0.15566647052764893,1320,0.0003
158.39499999999998,134,780.85,5871,274432,46,0.22913177671143786,0.06258921325206757,0.2,0.0007478511,0.01171875,-0.030391012266409233,0.0006705792955472134,0.8937575817108154,1330,0.0003
158.862,135,783.01,5869,276480,47,4.533348884340375,1.0101630687713623,0.2,0.00041496966,0.009765625,-0.02985294475365663,6.990929250605404e-06,0.3471236228942871,1340,0.0003
160.725,136,791.63,5868,278528,47,0.21084227138198913,0.07011246681213379,0.2,0.0027251337,0.014453125,-0.028318838145059998,0.0033874527864099944,0.9169430732727051,1350,0.0003
160.675,137,791.63,5868,280576,47,0.22254755448084323,0.1280401200056076,0.2,0.004379892,0.014013671875,-0.031519094906434474,0.0005865760205779225,0.9234620332717896,1360,0.0003
159.72199999999998,138,787.1,5865,282624,48,0.23725013367366046,0.12527379393577576,0.2,0.0021795095,0.017041015625,-0.03145479383674683,-0.001536719590512803,0.9229822754859924,1370,0.0003
160.475,139,789.12,5864,284672,48,8.005668541789055,2.895202875137329,0.2,0.0013221003,0.00859375,-0.03465020536168595,0.0008163458755007013,0.20840167999267578,1380,0.0003
160.675,140,789.12,5862,286720,48,0.20150960476603358,0.06189088150858879,0.2,0.0021674852,0.017041015625,-0.032421384217741434,-0.0008702311373781413,0.8419076204299927,1390,0.0003
160.875,141,789.12,5860,288768,49,0.26763046802952883,0.07260712236166,0.2,0.0025708275,0.0154296875,-0.035596974963118554,4.996094648959115e-05,0.9010704159736633,1400,0.0003
164.205,142,803.9,5859,290816,49,0.2637679419014603,0.18079276382923126,0.2,0.0018636705,0.0142578125,-0.03518293891538633,0.0016374922495742794,0.9148102402687073,1410,0.0003
167.22099999999995,143,817.04,5857,292864,49,0.19608034861739726,0.1280871331691742,0.2,0.0011548926,0.011865234375,-0.036955229693558064,0.00032440702634630727,0.9314528107643127,1420,0.0003
170.9699999999999,144,834.01,5856,294912,50,0.25283991729374977,0.18439777195453644,0.2,0.0018917327,0.01572265625,-0.03685504325840157,0.0018869328778237104,0.9169241189956665,1430,0.0003
170.55699999999996,145,832.37,5856,296960,50,0.22510319675784557,0.1451062709093094,0.2,0.001517334,0.010205078125,-0.03665015395672526,0.0012930710116052068,0.9238638281822205,1440,0.0003
172.7379999999999,146,842.17,5849,299008,51,11.478619936667382,1.696799874305725,0.2,0.00074213033,0.01650390625,-0.039943656851392007,-0.00226059454944334,0.09432631731033325,1450,0.0003
174.7309999999999,147,850.09,5847,301056,51,0.20844320422038437,0.09114660322666168,0.2,0.0009149119,0.014013671875,-0.03690661338696373,9.098223526962101e-05,0.8121985197067261,1460,0.0003
174.31099999999992,148,847.89,5848,303104,51,0.1788847461808473,0.0625290721654892,0.2,0.0025657036,0.01943359375,-0.04173471449685166,0.0007064280871418305,0.9168150424957275,1470,0.0003
174.7889999999999,149,849.66,5849,305152,52,4.749888170603663,2.7372372150421143,0.2,0.0016261865,0.01904296875,-0.04583637572286534,0.00020658766588894651,0.32511651515960693,1480,0.0003
174.56799999999993,150,848.96,5850,307200,52,0.22218921126332133,0.06466913223266602,0.2,0.0013115639,0.01181640625,-0.04214996663795319,0.0006770849257009103,0.9168509840965271,1490,0.0003
