epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3075.76,0.64658,1.98343,0.92756,0.76075,0.74512,0.65898,0.52184,1.09571,4.568,1.24895,5.45e-05,5.45e-05,5.45e-05
182,3092.52,0.659,1.9637,0.93407,0.75657,0.75118,0.66105,0.51755,1.116,4.62379,1.25078,5.2025e-05,5.2025e-05,5.2025e-05
183,3109.57,0.65233,1.95895,0.92782,0.76111,0.76349,0.67164,0.5154,1.08897,4.65256,1.22853,4.955e-05,4.955e-05,4.955e-05
184,3126.87,0.64977,1.95033,0.92282,0.78308,0.77346,0.67926,0.51861,1.0644,4.62632,1.20542,4.7075e-05,4.7075e-05,4.7075e-05
185,3143.99,0.67261,2.01911,0.92215,0.76732,0.76936,0.66977,0.51967,1.06734,4.6288,1.20878,4.46e-05,4.46e-05,4.46e-05
186,3160.73,0.63925,1.94498,0.92027,0.76826,0.77845,0.6731,0.51258,1.07556,4.59871,1.21289,4.2125e-05,4.2125e-05,4.2125e-05
187,3177.83,0.66903,1.99915,0.9355,0.76901,0.76553,0.67931,0.51583,1.08137,4.59284,1.22401,3.965e-05,3.965e-05,3.965e-05
188,3195.14,0.64837,1.93255,0.91616,0.77732,0.76645,0.67543,0.5165,1.077,4.61334,1.23916,3.7175e-05,3.7175e-05,3.7175e-05
189,3212.05,0.64033,1.95188,0.91943,0.74663,0.77806,0.66607,0.51901,1.06703,4.63486,1.22992,3.47e-05,3.47e-05,3.47e-05
190,3228.75,0.64297,1.96961,0.92615,0.74687,0.77454,0.66904,0.51979,1.08079,4.6145,1.25099,3.2225e-05,3.2225e-05,3.2225e-05
191,3244.83,0.57941,1.66908,0.88114,0.73184,0.76499,0.65734,0.52093,1.07939,4.62024,1.25789,2.975e-05,2.975e-05,2.975e-05
192,3260.86,0.56342,1.64521,0.88332,0.75204,0.7435,0.65968,0.51783,1.08289,4.71667,1.2619,2.7275e-05,2.7275e-05,2.7275e-05
193,3277.23,0.55224,1.60741,0.88815,0.75994,0.74639,0.66496,0.52308,1.07999,4.71121,1.25293,2.48e-05,2.48e-05,2.48e-05
194,3294.53,0.53621,1.5975,0.87964,0.76097,0.74512,0.66372,0.52118,1.07179,4.76249,1.23426,2.2325e-05,2.2325e-05,2.2325e-05
195,3336.77,0.56375,1.64929,0.87285,0.77342,0.73496,0.66091,0.51748,1.06581,4.76292,1.22383,1.985e-05,1.985e-05,1.985e-05
196,3399.52,0.54322,1.61014,0.88442,0.70976,0.78114,0.66101,0.51624,1.08051,4.73077,1.24017,1.7375e-05,1.7375e-05,1.7375e-05
197,3449.23,0.53614,1.60948,0.87844,0.7742,0.73906,0.67548,0.52202,1.07741,4.66427,1.24497,1.49e-05,1.49e-05,1.49e-05
198,3466.23,0.5441,1.60378,0.86911,0.7418,0.77921,0.67443,0.52264,1.06458,4.68184,1.23194,1.2425e-05,1.2425e-05,1.2425e-05
199,3483.5,0.54413,1.59763,0.87077,0.77557,0.73906,0.67249,0.51963,1.06511,4.71528,1.2356,9.95e-06,9.95e-06,9.95e-06
200,3501.42,0.5395,1.59806,0.86892,0.77038,0.72997,0.65791,0.52126,1.06821,4.71097,1.23669,7.475e-06,7.475e-06,7.475e-06
